41,I-66-EB-TZ1-2-3_US-29-NB-TZ4---I-66-EB---I-66-WB---US-29-SB-TZ4_I-66-WB-TZ3-2-1,6,10296,0.98103859
42,I-66-EB-TZ1_US-29-NB-TZ2-3-4,6,10302,0.981610291
43,I-66-EB-TZ1-2-3_US-50-EB-TZ4---I-66-EB-TZ1-2_US-50-EB-TZ3-4,6,10308,0.982181991
44,US-29-SB-TZ4-3-2_I-66-WB-TZ1---US-29-SB-TZ4-3_I-66-WB-TZ2-1,6,10314,0.982753692
45,I-66-EB-TZ1_US-50-EB-TZ2-3-4---US-50-EB---US-50-WB,5,10319,0.98323011
46,I-66-EB-TZ1-2-3_US-29-NB-TZ4---I-66-EB-TZ1-2_US-29-NB-TZ3-4---I-66-EB,5,10324,0.983706527
47,I-66-WB-TZ4-3_US-29-SB-TZ2-1---I-66-WB-TZ4_US-29-SB-TZ3-2-1,5,10329,0.984182944
48,US-50-EB-TZ1-2-3_I-66-EB-TZ4,5,10334,0.984659362
49,I-66-WB---US-50-WB_TZ4-3_I-66-WB-TZ2-1---US-50-WB_TZ4_I-66-WB-TZ3-2-1,4,10338,0.985040495
50,I-66-EB---US-29-NB-TZ1_I-66-EB-TZ2-3-4,4,10342,0.985421629
51,I-66-EB---US-50-EB-TZ1_I-66-EB-TZ2-3-4,4,10346,0.985802763
52,I-66-WB---US-29-SB-TZ4_I-66-WB-TZ3-2-1---US-50-WB_TZ4-3_I-66-WB-TZ2-1---US-50-WB_TZ4_I-66-WB-TZ3-2-1,4,10350,0.986183897
53,I-66-WB---US-50-EB,4,10354,0.986565031
54,I-66-EB-TZ1-2-3_US-29-NB-TZ4---I-66-EB-TZ1-2-3_US-50-EB-TZ4,4,10358,0.986946165
55,I-66-WB-TZ4-3-2_US-50-WB-TZ1---I-66-WB,4,10362,0.987327299
56,I-66-EB-TZ1-2-3_US-29-NB-TZ4---I-66-EB---US-29-NB-TZ1_I-66-EB-TZ2-3-4,4,10366,0.987708433
57,US-50-EB-TZ1_I-66-EB-TZ2-3-4,4,10370,0.988089566
58,I-66-EB-TZ1-2-3_US-29-NB-TZ4---I-66-EB---US-50-EB-TZ1_I-66-EB-TZ2-3-4,3,10373,0.988375417
59,I-66-WB-TZ4-3-2_US-29-SB-TZ1,3,10376,0.988661267
60,I-66-EB-TZ1-2-3_US-29-NB-TZ4---I-66-WB,3,10379,0.988947118
61,I-66-EB---US-50-WB_TZ4_I-66-WB-TZ3-2-1,2,10381,0.989137685
62,I-66-WB---US-29-NB-TZ1-2_I-66-EB-TZ3-4---US-29-SB-TZ4_I-66-WB-TZ3-2-1,2,10383,0.989328252
63,I-66-EB-TZ1-2-3_US-29-NB-TZ4---I-66-EB---US-29-NB-TZ1-2_I-66-EB-TZ3-4---US-29-NB-TZ1_I-66-EB-TZ2-3-4,2,10385,0.989518818
64,I-66-EB-TZ1-2-3_US-50-EB-TZ4---I-66-EB---I-66-WB,2,10387,0.989709385
65,I-66-EB-TZ1-2-3_US-29-NB-TZ4---I-66-EB-TZ1-2-3_US-50-EB-TZ4---I-66-EB-TZ1-2_US-50-EB-TZ3-4---I-66-EB,2,10389,0.989899952
66,US-29-NB-TZ1-2_I-66-EB-TZ3-4---US-50-WB,2,10391,0.990090519
67,I-66-WB-TZ4-3-2_US-50-WB-TZ1---I-66-WB---US-29-SB-TZ4_I-66-WB-TZ3-2-1,2,10393,0.990281086
68,I-66-EB-TZ1-2_US-29-NB-TZ3-4---I-66-EB-TZ1-2_US-50-EB-TZ3-4,2,10395,0.990471653
69,I-66-WB---US-29-SB-TZ4_I-66-WB-TZ3-2-1---US-50-EB,2,10397,0.99066222
70,I-66-EB-TZ1-2-3_US-29-NB-TZ4---I-66-EB---US-50-WB,2,10399,0.990852787
71,I-66-WB-TZ4-3-2_US-29-SB-TZ1---I-66-WB,2,10401,0.991043354
72,US-50-EB-TZ1-2_I-66-EB-TZ3-4---US-50-EB-TZ1_I-66-EB-TZ2-3-4,2,10403,0.991233921
73,US-29-NB-TZ1-2-3_I-66-EB-TZ4,2,10405,0.991424488
74,I-66-EB---US-50-WB,2,10407,0.991615055
75,I-66-EB-TZ1-2-3_US-29-NB-TZ4---I-66-EB-TZ1-2_US-29-NB-TZ3-4---I-66-EB-TZ1_US-29-NB-TZ2-3-4---I-66-EB,2,10409,0.991805622
76,I-66-EB-TZ1-2-3_US-29-NB-TZ4---I-66-EB---I-66-WB-TZ4-3-2_US-50-WB-TZ1,2,10411,0.991996189
77,I-66-WB-TZ4-3-2_US-50-WB-TZ1,2,10413,0.992186756
78,US-50-EB---US-50-WB_TZ4_I-66-WB-TZ3-2-1,1,10414,0.992282039
79,I-66-EB-TZ1-2-3_US-50-EB-TZ4---I-66-EB-TZ1-2_US-50-EB-TZ3-4---I-66-EB-TZ1_US-50-EB-TZ2-3-4---I-66-EB---I-66-WB---US-29-NB-TZ1_I-66-EB-TZ2-3-4---US-50-EB-TZ1-2-3_I-66-EB-TZ4---US-50-EB-TZ1-2_I-66-EB-TZ3-4---US-50-EB-TZ1_I-66-EB-TZ2-3-4---US-50-EB---US-50-WB_TZ4_I-66-WB-TZ3-2-1,1,10415,0.992377323
80,I-66-EB-TZ1-2-3_US-29-NB-TZ4---I-66-EB---I-66-WB---US-29-SB-TZ4-3_I-66-WB-TZ2-1---US-29-SB-TZ4_I-66-WB-TZ3-2-1,1,10416,0.992472606
81,I-66-EB-TZ1-2-3_US-50-EB-TZ4---I-66-EB-TZ1-2_US-50-EB-TZ3-4---I-66-EB---I-66-WB-TZ4-3_US-50-WB-TZ2-1---I-66-WB-TZ4_US-50-WB-TZ3-2-1---US-50-WB,1,10417,0.992567889
82,I-66-EB-TZ1-2-3_US-29-NB-TZ4---I-66-EB-TZ1-2-3_US-50-EB-TZ4---I-66-EB---I-66-WB---US-29-SB-TZ4_I-66-WB-TZ3-2-1,1,10418,0.992663173
83,I-66-WB-TZ4-3-2_US-29-SB-TZ1---I-66-WB-TZ4-3_US-29-SB-TZ2-1---I-66-WB---US-50-WB_TZ4_I-66-WB-TZ3-2-1,1,10419,0.992758456
84,I-66-EB-TZ1-2-3_US-29-NB-TZ4---I-66-EB-TZ1-2-3_US-50-EB-TZ4---I-66-EB-TZ1-2_US-50-EB-TZ3-4---I-66-EB---I-66-WB-TZ4-3_US-29-SB-TZ2-1---I-66-WB-TZ4-3_US-50-WB-TZ2-1,1,10420,0.99285374
85,I-66-WB---US-50-WB_TZ4-3-2_I-66-WB-TZ1---US-50-WB_TZ4-3_I-66-WB-TZ2-1---US-50-WB_TZ4_I-66-WB-TZ3-2-1,1,10421,0.992949023
86,I-66-WB-TZ4-3-2_US-29-SB-TZ1---I-66-WB---US-29-SB-TZ4_I-66-WB-TZ3-2-1,1,10422,0.993044307
87,I-66-EB---I-66-WB---US-50-EB-TZ1_I-66-EB-TZ2-3-4,1,10423,0.99313959
88,I-66-WB-TZ4-3-2_US-29-SB-TZ1---I-66-WB---US-29-NB-TZ1_I-66-EB-TZ2-3-4---US-50-WB_TZ4_I-66-WB-TZ3-2-1,1,10424,0.993234874
89,US-50-EB-TZ1-2-3_I-66-EB-TZ4---US-50-EB-TZ1-2_I-66-EB-TZ3-4---US-50-EB-TZ1_I-66-EB-TZ2-3-4---US-50-EB,1,10425,0.993330157
90,I-66-EB-TZ1-2-3_US-50-EB-TZ4---I-66-EB-TZ1-2_US-50-EB-TZ3-4---I-66-EB---US-50-EB-TZ1_I-66-EB-TZ2-3-4---US-50-WB,1,10426,0.993425441
91,I-66-WB-TZ4-3-2_US-29-SB-TZ1---I-66-WB-TZ4-3_US-29-SB-TZ2-1---I-66-WB---US-29-SB-TZ4_I-66-WB-TZ3-2-1,1,10427,0.993520724
92,US-29-SB-TZ4-3-2_I-66-WB-TZ1,1,10428,0.993616008
93,I-66-EB-TZ1-2-3_US-29-NB-TZ4---I-66-EB-TZ1-2-3_US-50-EB-TZ4---I-66-EB---US-50-EB-TZ1-2_I-66-EB-TZ3-4---US-50-EB-TZ1_I-66-EB-TZ2-3-4,1,10429,0.993711291
94,I-66-WB-TZ4-3_US-29-SB-TZ2-1---US-29-NB-TZ1_I-66-EB-TZ2-3-4,1,10430,0.993806575
95,I-66-WB-TZ4-3_US-29-SB-TZ2-1---US-29-NB-TZ1-2-3_I-66-EB-TZ4,1,10431,0.993901858
96,I-66-WB-TZ4-3_US-29-SB-TZ2-1---I-66-WB-TZ4_US-29-SB-TZ3-2-1---US-29-NB-TZ1-2-3_I-66-EB-TZ4---US-29-NB-TZ1-2_I-66-EB-TZ3-4---US-29-NB-TZ1_I-66-EB-TZ2-3-4---US-29-NB---US-29-SB,1,10432,0.993997141
97,I-66-WB-TZ4_US-50-WB-TZ3-2-1---US-50-EB-TZ1-2_I-66-EB-TZ3-4---US-50-EB-TZ1_I-66-EB-TZ2-3-4---US-50-WB,1,10433,0.994092425
98,I-66-EB-TZ1-2-3_US-50-EB-TZ4---I-66-EB-TZ1-2_US-50-EB-TZ3-4---I-66-EB-TZ1_US-50-EB-TZ2-3-4---I-66-EB---I-66-WB-TZ4-3-2_US-50-WB-TZ1---I-66-WB-TZ4-3_US-50-WB-TZ2-1---US-50-EB-TZ1-2-3_I-66-EB-TZ4---US-50-EB-TZ1-2_I-66-EB-TZ3-4---US-50-EB-TZ1_I-66-EB-TZ2-3-4---US-50-EB,1,10434,0.994187708
99,US-29-NB-TZ1-2-3_I-66-EB-TZ4---US-29-NB-TZ1-2_I-66-EB-TZ3-4---US-29-NB,1,10435,0.994282992
100,I-66-WB---US-29-NB-TZ1-2-3_I-66-EB-TZ4---US-29-NB---US-29-SB-TZ4-3_I-66-WB-TZ2-1---US-29-SB-TZ4_I-66-WB-TZ3-2-1---US-50-WB_TZ4_I-66-WB-TZ3-2-1,1,10436,0.994378275
101,I-66-WB---US-29-SB-TZ4_I-66-WB-TZ3-2-1---US-50-EB---US-50-WB_TZ4_I-66-WB-TZ3-2-1,1,10437,0.994473559
102,I-66-EB-TZ1-2-3_US-29-NB-TZ4---I-66-EB---I-66-WB---US-29-SB-TZ4_I-66-WB-TZ3-2-1---US-50-WB_TZ4-3_I-66-WB-TZ2-1---US-50-WB_TZ4_I-66-WB-TZ3-2-1,1,10438,0.994568842
103,I-66-EB-TZ1-2-3_US-29-NB-TZ4---I-66-EB-TZ1-2-3_US-50-EB-TZ4---I-66-EB-TZ1-2_US-50-EB-TZ3-4---I-66-EB---US-50-EB-TZ1_I-66-EB-TZ2-3-4,1,10439,0.994664126
104,I-66-WB-TZ4-3_US-50-WB-TZ2-1---I-66-WB-TZ4_US-50-WB-TZ3-2-1,1,10440,0.994759409
105,I-66-EB---I-66-WB-TZ4-3-2_US-29-SB-TZ1---I-66-WB-TZ4-3_US-29-SB-TZ2-1---I-66-WB---US-29-NB-TZ1-2_I-66-EB-TZ3-4---US-29-NB-TZ1_I-66-EB-TZ2-3-4---US-29-SB-TZ4_I-66-WB-TZ3-2-1---US-50-WB_TZ4_I-66-WB-TZ3-2-1,1,10441,0.994854693
106,I-66-WB-TZ4-3-2_US-50-WB-TZ1---I-66-WB---US-50-WB_TZ4_I-66-WB-TZ3-2-1,1,10442,0.994949976
107,I-66-WB-TZ4-3-2_US-50-WB-TZ1---I-66-WB-TZ4-3_US-50-WB-TZ2-1,1,10443,0.99504526
108,I-66-WB---US-29-SB-TZ4_I-66-WB-TZ3-2-1---US-50-EB-TZ1-2_I-66-EB-TZ3-4---US-50-EB-TZ1_I-66-EB-TZ2-3-4,1,10444,0.995140543
109,I-66-EB-TZ1-2-3_US-50-EB-TZ4---I-66-EB-TZ1-2_US-50-EB-TZ3-4---I-66-EB-TZ1_US-50-EB-TZ2-3-4---I-66-EB---US-50-EB-TZ1-2-3_I-66-EB-TZ4---US-50-EB-TZ1-2_I-66-EB-TZ3-4---US-50-EB-TZ1_I-66-EB-TZ2-3-4---US-50-EB,1,10445,0.995235827
110,I-66-EB-TZ1-2-3_US-29-NB-TZ4---I-66-EB-TZ1-2-3_US-50-EB-TZ4---I-66-EB-TZ1-2_US-50-EB-TZ3-4,1,10446,0.99533111
111,I-66-WB-TZ4-3-2_US-50-WB-TZ1---I-66-WB-TZ4-3_US-50-WB-TZ2-1---I-66-WB-TZ4_US-50-WB-TZ3-2-1---US-50-WB,1,10447,0.995426394
112,I-66-EB-TZ1-2-3_US-50-EB-TZ4---I-66-EB-TZ1-2_US-50-EB-TZ3-4---I-66-EB---I-66-WB---US-50-WB_TZ4_I-66-WB-TZ3-2-1,1,10448,0.995521677
113,I-66-WB-TZ4-3_US-50-WB-TZ2-1---US-50-EB,1,10449,0.99561696
114,I-66-EB-TZ1-2_US-50-EB-TZ3-4---I-66-EB-TZ1_US-50-EB-TZ2-3-4,1,10450,0.995712244
115,I-66-EB---I-66-WB-TZ4-3_US-50-WB-TZ2-1,1,10451,0.995807527
116,US-29-NB-TZ1_I-66-EB-TZ2-3-4---US-50-EB-TZ1-2-3_I-66-EB-TZ4---US-50-EB-TZ1-2_I-66-EB-TZ3-4---US-50-EB-TZ1_I-66-EB-TZ2-3-4---US-50-EB,1,10452,0.995902811
117,I-66-WB-TZ4_US-50-WB-TZ3-2-1---US-50-EB---US-50-WB,1,10453,0.995998094
118,US-29-NB---US-50-WB,1,10454,0.996093378
119,I-66-EB-TZ1-2-3_US-29-NB-TZ4---I-66-EB---US-29-SB-TZ4_I-66-WB-TZ3-2-1,1,10455,0.996188661
120,I-66-EB-TZ1-2-3_US-50-EB-TZ4---I-66-EB-TZ1-2_US-50-EB-TZ3-4---I-66-EB---I-66-WB-TZ4_US-29-SB-TZ3-2-1,1,10456,0.996283945
121,I-66-EB-TZ1-2-3_US-50-EB-TZ4---I-66-EB---US-50-WB,1,10457,0.996379228
122,I-66-EB-TZ1-2-3_US-29-NB-TZ4---I-66-EB-TZ1-2_US-29-NB-TZ3-4---I-66-EB-TZ1_US-29-NB-TZ2-3-4,1,10458,0.996474512
123,I-66-WB-TZ4-3-2_US-50-WB-TZ1---I-66-WB-TZ4-3_US-50-WB-TZ2-1---I-66-WB-TZ4_US-50-WB-TZ3-2-1---US-29-NB-TZ1-2-3_I-66-EB-TZ4---US-29-NB-TZ1-2_I-66-EB-TZ3-4---US-29-NB-TZ1_I-66-EB-TZ2-3-4---US-50-WB,1,10459,0.996569795
124,I-66-WB-TZ4-3-2_US-29-SB-TZ1---I-66-WB---US-29-NB-TZ1-2_I-66-EB-TZ3-4---US-50-WB_TZ4_I-66-WB-TZ3-2-1,1,10460,0.996665079
125,US-50-WB_TZ4-3-2_I-66-WB-TZ1,1,10461,0.996760362
126,I-66-EB-TZ1_US-29-NB-TZ2-3-4---US-29-NB,1,10462,0.996855646
127,US-29-SB-TZ4-3_I-66-WB-TZ2-1---US-50-EB,1,10463,0.996950929
128,I-66-WB-TZ4_US-50-WB-TZ3-2-1---US-50-EB-TZ1-2-3_I-66-EB-TZ4---US-50-EB---US-50-WB,1,10464,0.997046212
129,I-66-EB---I-66-WB-TZ4-3-2_US-50-WB-TZ1---I-66-WB,1,10465,0.997141496
130,I-66-EB-TZ1_US-50-EB-TZ2-3-4,1,10466,0.997236779
131,I-66-WB---US-29-SB-TZ4-3_I-66-WB-TZ2-1---US-29-SB-TZ4_I-66-WB-TZ3-2-1,1,10467,0.997332063
132,I-66-EB-TZ1-2-3_US-50-EB-TZ4---I-66-EB-TZ1-2_US-50-EB-TZ3-4---I-66-WB-TZ4-3_US-50-WB-TZ2-1---I-66-WB-TZ4_US-50-WB-TZ3-2-1---US-50-WB,1,10468,0.997427346
133,I-66-WB-TZ4_US-50-WB-TZ3-2-1---US-29-NB-TZ1-2-3_I-66-EB-TZ4---US-29-NB---US-50-WB,1,10469,0.99752263
134,I-66-EB-TZ1-2-3_US-50-EB-TZ4---I-66-EB-TZ1-2_US-50-EB-TZ3-4---I-66-EB-TZ1_US-50-EB-TZ2-3-4---US-50-EB,1,10470,0.997617913
135,I-66-EB---I-66-WB---US-29-SB-TZ4_I-66-WB-TZ3-2-1---US-50-WB_TZ4_I-66-WB-TZ3-2-1,1,10471,0.997713197
136,I-66-WB---US-29-SB-TZ4-3_I-66-WB-TZ2-1---US-29-SB-TZ4_I-66-WB-TZ3-2-1---US-50-WB_TZ4_I-66-WB-TZ3-2-1,1,10472,0.99780848
137,I-66-EB---I-66-WB-TZ4-3_US-50-WB-TZ2-1---US-29-NB-TZ1-2-3_I-66-EB-TZ4---US-29-NB-TZ1-2_I-66-EB-TZ3-4---US-29-NB-TZ1_I-66-EB-TZ2-3-4,1,10473,0.997903764
138,I-66-WB-TZ4-3-2_US-29-SB-TZ1---I-66-WB-TZ4-3_US-29-SB-TZ2-1---US-29-NB-TZ1-2-3_I-66-EB-TZ4,1,10474,0.997999047
139,I-66-EB-TZ1-2-3_US-29-NB-TZ4---I-66-EB-TZ1-2-3_US-50-EB-TZ4---I-66-WB---US-29-SB-TZ4_I-66-WB-TZ3-2-1,1,10475,0.998094331
140,I-66-EB---US-29-NB-TZ1-2_I-66-EB-TZ3-4---US-29-NB-TZ1_I-66-EB-TZ2-3-4,1,10476,0.998189614
141,I-66-WB-TZ4-3-2_US-29-SB-TZ1---I-66-WB-TZ4-3_US-29-SB-TZ2-1,1,10477,0.998284898
142,I-66-WB-TZ4-3_US-29-SB-TZ2-1---US-29-NB-TZ1-2-3_I-66-EB-TZ4---US-29-NB,1,10478,0.998380181
143,I-66-EB-TZ1-2-3_US-29-NB-TZ4---I-66-EB-TZ1-2_US-29-NB-TZ3-4,1,10479,0.998475465
144,I-66-EB-TZ1-2-3_US-50-EB-TZ4---I-66-EB-TZ1-2_US-50-EB-TZ3-4---I-66-EB,1,10480,0.998570748
145,I-66-EB---I-66-WB---US-29-NB-TZ1_I-66-EB-TZ2-3-4,1,10481,0.998666031
146,I-66-WB-TZ4-3-2_US-29-SB-TZ1---I-66-WB-TZ4-3_US-29-SB-TZ2-1---US-50-EB,1,10482,0.998761315
147,I-66-EB-TZ1-2-3_US-29-NB-TZ4---I-66-EB-TZ1-2-3_US-50-EB-TZ4---I-66-EB---I-66-WB-TZ4-3-2_US-29-SB-TZ1,1,10483,0.998856598
148,I-66-EB-TZ1-2-3_US-29-NB-TZ4---I-66-EB-TZ1-2-3_US-50-EB-TZ4---I-66-EB---US-50-WB_TZ4_I-66-WB-TZ3-2-1,1,10484,0.998951882
149,I-66-WB-TZ4-3-2_US-29-SB-TZ1---I-66-WB-TZ4-3-2_US-50-WB-TZ1---I-66-WB-TZ4-3_US-29-SB-TZ2-1---US-29-NB-TZ1_I-66-EB-TZ2-3-4---US-50-EB-TZ1_I-66-EB-TZ2-3-4,1,10485,0.999047165
150,I-66-EB-TZ1-2-3_US-50-EB-TZ4---I-66-EB---I-66-WB-TZ4-3-2_US-50-WB-TZ1---I-66-WB---US-50-WB_TZ4_I-66-WB-TZ3-2-1,1,10486,0.999142449
151,I-66-WB---US-29-SB-TZ4-3_I-66-WB-TZ2-1---US-29-SB-TZ4_I-66-WB-TZ3-2-1---US-50-WB_TZ4-3_I-66-WB-TZ2-1---US-50-WB_TZ4_I-66-WB-TZ3-2-1,1,10487,0.999237732
152,I-66-EB-TZ1-2-3_US-29-NB-TZ4---I-66-EB---I-66-WB---US-50-WB_TZ4_I-66-WB-TZ3-2-1,1,10488,0.999333016
153,I-66-WB---US-29-SB-TZ4_I-66-WB-TZ3-2-1---US-50-EB-TZ1-2-3_I-66-EB-TZ4---US-50-EB,1,10489,0.999428299
154,I-66-EB-TZ1_US-50-EB-TZ2-3-4---I-66-WB---US-50-EB,1,10490,0.999523583
155,I-66-EB-TZ1-2-3_US-50-EB-TZ4---I-66-EB---I-66-WB---US-29-SB-TZ4_I-66-WB-TZ3-2-1,1,10491,0.999618866
156,I-66-WB-TZ4_US-50-WB-TZ3-2-1---US-50-EB,1,10492,0.99971415
157,US-29-NB-TZ1-2-3_I-66-EB-TZ4---US-29-NB-TZ1-2_I-66-EB-TZ3-4---US-29-NB-TZ1_I-66-EB-TZ2-3-4,1,10493,0.999809433
158,I-66-EB-TZ1-2-3_US-29-NB-TZ4---I-66-EB-TZ1-2-3_US-50-EB-TZ4---I-66-EB---US-29-NB-TZ1_I-66-EB-TZ2-3-4---US-50-EB-TZ1_I-66-EB-TZ2-3-4,1,10494,0.999904717
159,I-66-WB-TZ4-3-2_US-50-WB-TZ1---I-66-WB-TZ4-3_US-50-WB-TZ2-1---I-66-WB,1,10495,1
